cv_aucs,test_aucs,model
0.77245625,0.7083333333333334,L2_Logistic_Regression
0.545018253968254,0.9166666666666666,L2_Logistic_Regression
0.6431056547619047,0.625,L2_Logistic_Regression
0.5456980158730159,0.6875,L2_Logistic_Regression
0.6386534722222222,0.8541666666666666,L2_Logistic_Regression
0.8250234126984127,0.5416666666666666,L2_Logistic_Regression
0.7526589285714286,0.7083333333333333,L2_Logistic_Regression
0.747037003968254,0.5208333333333334,L2_Logistic_Regression
0.6060494047619047,0.7083333333333333,L2_Logistic_Regression
0.6367663690476191,0.7083333333333334,L2_Logistic_Regression
0.6982791666666667,0.5625,L2_Logistic_Regression
0.6754191468253968,0.5,L2_Logistic_Regression
0.5092619047619048,0.8541666666666666,L2_Logistic_Regression
0.7227292658730159,0.47916666666666663,L2_Logistic_Regression
0.735899007936508,0.6041666666666666,L2_Logistic_Regression
0.7686233134920635,0.7083333333333334,L2_Logistic_Regression
0.5481517857142857,0.7708333333333334,L2_Logistic_Regression
0.7415772817460318,0.5833333333333333,L2_Logistic_Regression
0.5642928571428572,0.8125,L2_Logistic_Regression
0.665860119047619,0.7083333333333333,L2_Logistic_Regression
0.6857545634920635,0.8125,L2_Logistic_Regression
0.6404641865079365,0.7291666666666666,L2_Logistic_Regression
0.5208782738095238,0.8541666666666666,L2_Logistic_Regression
0.7600727182539683,0.6875,L2_Logistic_Regression
0.7433156746031746,0.6666666666666666,L2_Logistic_Regression
0.5293941468253968,0.7916666666666666,L2_Logistic_Regression
0.695077876984127,0.6458333333333334,L2_Logistic_Regression
0.6699534722222222,0.6875,L2_Logistic_Regression
0.6656616071428572,0.6041666666666666,L2_Logistic_Regression
0.6667341269841269,0.6875,L2_Logistic_Regression
0.6851238095238095,0.7291666666666666,L2_Logistic_Regression
0.49395694444444443,0.7708333333333334,L2_Logistic_Regression
0.6377960317460317,0.6041666666666666,L2_Logistic_Regression
0.6359669642857143,0.3958333333333333,L2_Logistic_Regression
0.6433021825396825,0.75,L2_Logistic_Regression
0.5231155753968254,0.8333333333333333,L2_Logistic_Regression
0.7367564484126984,0.5833333333333334,L2_Logistic_Regression
0.7282900793650794,0.5208333333333334,L2_Logistic_Regression
0.7286013888888889,0.5,L2_Logistic_Regression
0.6253561507936508,0.7291666666666666,L2_Logistic_Regression
0.7014169642857143,0.5833333333333334,L2_Logistic_Regression
0.9102318452380952,0.4375,L2_Logistic_Regression
0.7213632936507937,0.4583333333333333,L2_Logistic_Regression
0.7121368055555556,0.7708333333333334,L2_Logistic_Regression
0.5119297619047619,0.7083333333333334,L2_Logistic_Regression
0.7920262896825396,0.7083333333333334,L2_Logistic_Regression
0.5770912698412698,0.4583333333333333,L2_Logistic_Regression
0.6497730158730158,0.4791666666666667,L2_Logistic_Regression
0.6900540674603175,0.6458333333333333,L2_Logistic_Regression
0.7169042658730158,0.8125,L2_Logistic_Regression
0.5717571428571429,0.7708333333333334,L2_Logistic_Regression
0.5538651785714286,0.6875,L2_Logistic_Regression
0.5088647817460318,0.7291666666666666,L2_Logistic_Regression
0.5252398809523809,0.8125,L2_Logistic_Regression
0.8418814484126984,0.6458333333333334,L2_Logistic_Regression
0.5440305555555556,0.6458333333333334,L2_Logistic_Regression
0.5239152777777778,0.7916666666666667,L2_Logistic_Regression
0.5674400793650793,0.75,L2_Logistic_Regression
0.856137003968254,0.5208333333333334,L2_Logistic_Regression
0.6992273809523809,0.75,L2_Logistic_Regression
0.6574145833333334,0.3958333333333333,L2_Logistic_Regression
0.5964803571428572,0.7916666666666666,L2_Logistic_Regression
0.7193946428571428,0.47916666666666663,L2_Logistic_Regression
0.5896519841269842,0.6458333333333334,L2_Logistic_Regression
0.6349366071428572,0.6875,L2_Logistic_Regression
0.6091124007936508,0.75,L2_Logistic_Regression
0.6109979166666667,0.8125,L2_Logistic_Regression
0.6775992063492063,0.5833333333333334,L2_Logistic_Regression
0.6721659722222222,0.7916666666666666,L2_Logistic_Regression
0.8090704365079365,0.5,L2_Logistic_Regression
0.7139151785714286,0.47916666666666663,L2_Logistic_Regression
0.6521259920634921,0.6666666666666666,L2_Logistic_Regression
0.7124029761904762,0.6041666666666666,L2_Logistic_Regression
0.6178796626984127,0.6666666666666666,L2_Logistic_Regression
0.603923115079365,0.8541666666666666,L2_Logistic_Regression
0.6412127976190476,0.6666666666666666,L2_Logistic_Regression
0.6660389880952381,0.6875,L2_Logistic_Regression
0.4819407738095238,0.8125,L2_Logistic_Regression
0.5856862103174603,0.7916666666666666,L2_Logistic_Regression
0.6232892857142857,0.6875,L2_Logistic_Regression
0.6185575396825397,0.6041666666666666,L2_Logistic_Regression
0.7008451388888889,0.6875,L2_Logistic_Regression
0.5670199404761904,0.8333333333333334,L2_Logistic_Regression
0.7180306547619048,0.625,L2_Logistic_Regression
0.7032054563492064,0.5416666666666666,L2_Logistic_Regression
0.5060666666666667,0.75,L2_Logistic_Regression
0.5628166666666666,0.7291666666666666,L2_Logistic_Regression
0.5349452380952381,0.7083333333333334,L2_Logistic_Regression
0.5294863095238095,0.7083333333333334,L2_Logistic_Regression
0.6669142857142857,0.7083333333333334,L2_Logistic_Regression
0.6608564484126984,0.7083333333333334,L2_Logistic_Regression
0.6026313492063492,0.7291666666666666,L2_Logistic_Regression
0.8331556547619048,0.5833333333333334,L2_Logistic_Regression
0.39890565476190476,0.8958333333333334,L2_Logistic_Regression
0.6143720238095238,0.6666666666666666,L2_Logistic_Regression
0.7970968253968254,0.5208333333333334,L2_Logistic_Regression
0.5267264880952381,0.9166666666666666,L2_Logistic_Regression
0.6857618055555555,0.625,L2_Logistic_Regression
0.5205128968253968,0.875,L2_Logistic_Regression
0.6986322420634921,0.6666666666666666,L2_Logistic_Regression
